origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
EWR,2021,1,1,0,NA,NA,NA,320,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-01T05:00:00Z
EWR,2021,1,1,1,NA,NA,NA,NA,14.960139999999999,17.215829909199996,NA,NA,10,2021-01-01T06:00:00Z
EWR,2021,1,1,2,NA,NA,NA,330,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-01T07:00:00Z
EWR,2021,1,1,3,NA,NA,NA,330,9.20624,10.594356867199998,NA,NA,10,2021-01-01T08:00:00Z
EWR,2021,1,1,4,NA,NA,NA,340,8.05546,9.2700622588,NA,NA,10,2021-01-01T09:00:00Z
EWR,2021,1,1,5,NA,NA,NA,10,4.60312,5.297178433599999,NA,NA,10,2021-01-01T10:00:00Z
EWR,2021,1,1,6,NA,NA,NA,10,5.7539,6.621473041999999,NA,NA,10,2021-01-01T11:00:00Z
EWR,2021,1,1,7,NA,NA,NA,40,4.60312,5.297178433599999,NA,NA,10,2021-01-01T12:00:00Z
EWR,2021,1,1,8,NA,NA,NA,0,0,0,NA,NA,10,2021-01-01T13:00:00Z
EWR,2021,1,1,9,NA,NA,NA,10,4.60312,5.297178433599999,NA,NA,10,2021-01-01T14:00:00Z
EWR,2021,1,1,10,NA,NA,NA,10,5.7539,6.621473041999999,NA,NA,10,2021-01-01T15:00:00Z
EWR,2021,1,1,11,NA,NA,NA,20,2.30156,2.6485892167999996,NA,NA,10,2021-01-01T16:00:00Z
EWR,2021,1,1,12,NA,NA,NA,360,4.60312,5.297178433599999,NA,NA,10,2021-01-01T17:00:00Z
EWR,2021,1,1,13,NA,NA,NA,10,5.7539,6.621473041999999,NA,NA,10,2021-01-01T18:00:00Z
EWR,2021,1,1,14,NA,NA,NA,360,5.7539,6.621473041999999,NA,NA,10,2021-01-01T19:00:00Z
EWR,2021,1,1,15,NA,NA,NA,20,8.05546,9.2700622588,NA,NA,10,2021-01-01T20:00:00Z
EWR,2021,1,1,16,NA,NA,NA,20,5.7539,6.621473041999999,NA,NA,10,2021-01-01T21:00:00Z
EWR,2021,1,1,17,NA,NA,NA,40,4.60312,5.297178433599999,NA,NA,10,2021-01-01T22:00:00Z
EWR,2021,1,1,18,NA,NA,NA,0,0,0,NA,NA,10,2021-01-01T23:00:00Z
EWR,2021,1,1,19,NA,NA,NA,20,4.60312,5.297178433599999,NA,NA,10,2021-01-02T00:00:00Z
EWR,2021,1,1,20,NA,NA,NA,70,4.60312,5.297178433599999,NA,NA,10,2021-01-02T01:00:00Z
EWR,2021,1,1,21,NA,NA,NA,0,0,0,NA,NA,8,2021-01-02T02:00:00Z
EWR,2021,1,1,22,NA,NA,NA,20,5.7539,6.621473041999999,0.01,NA,8,2021-01-02T03:00:00Z
EWR,2021,1,1,23,NA,NA,NA,20,5.7539,6.621473041999999,NA,NA,9,2021-01-02T04:00:00Z
EWR,2021,1,2,0,NA,NA,NA,30,5.7539,6.621473041999999,0.02,NA,5,2021-01-02T05:00:00Z
EWR,2021,1,2,1,NA,NA,NA,50,4.60312,5.297178433599999,NA,NA,5,2021-01-02T06:00:00Z
EWR,2021,1,2,2,NA,NA,NA,50,8.05546,9.2700622588,0.02,NA,4,2021-01-02T07:00:00Z
EWR,2021,1,2,3,NA,NA,NA,60,8.05546,9.2700622588,0.05,NA,3,2021-01-02T08:00:00Z
EWR,2021,1,2,4,NA,NA,NA,10,9.20624,10.594356867199998,NA,NA,4,2021-01-02T09:00:00Z
EWR,2021,1,2,5,NA,NA,NA,10,10.357019999999999,11.918651475599997,NA,NA,5,2021-01-02T10:00:00Z
EWR,2021,1,2,6,NA,NA,NA,10,9.20624,10.594356867199998,NA,NA,4,2021-01-02T11:00:00Z
EWR,2021,1,2,7,NA,NA,NA,30,12.658579999999999,14.567240692399997,NA,NA,3,2021-01-02T12:00:00Z
EWR,2021,1,2,8,NA,NA,NA,330,5.7539,6.621473041999999,NA,NA,5,2021-01-02T13:00:00Z
EWR,2021,1,2,9,NA,NA,NA,10,5.7539,6.621473041999999,NA,NA,4,2021-01-02T14:00:00Z
EWR,2021,1,2,10,NA,NA,NA,360,4.60312,5.297178433599999,NA,NA,3,2021-01-02T15:00:00Z
EWR,2021,1,2,11,NA,NA,NA,300,5.7539,6.621473041999999,NA,NA,3,2021-01-02T16:00:00Z
EWR,2021,1,2,12,NA,NA,NA,240,4.60312,5.297178433599999,NA,NA,5,2021-01-02T17:00:00Z
EWR,2021,1,2,13,NA,NA,NA,240,8.05546,9.2700622588,NA,NA,5,2021-01-02T18:00:00Z
EWR,2021,1,2,14,NA,NA,NA,270,14.960139999999999,17.215829909199996,NA,NA,10,2021-01-02T19:00:00Z
EWR,2021,1,2,15,NA,NA,NA,260,20.714039999999997,23.837302951199995,NA,NA,10,2021-01-02T20:00:00Z
EWR,2021,1,2,16,NA,NA,NA,260,21.864819999999998,25.161597559599997,NA,NA,10,2021-01-02T21:00:00Z
EWR,2021,1,2,17,NA,NA,NA,280,19.56326,22.5130083428,NA,NA,10,2021-01-02T22:00:00Z
EWR,2021,1,2,18,NA,NA,NA,NA,20.714039999999997,23.837302951199995,NA,NA,10,2021-01-02T23:00:00Z
EWR,2021,1,2,19,NA,NA,NA,310,14.960139999999999,17.215829909199996,NA,NA,10,2021-01-03T00:00:00Z
EWR,2021,1,2,20,NA,NA,NA,300,21.864819999999998,25.161597559599997,NA,NA,10,2021-01-03T01:00:00Z
EWR,2021,1,2,21,NA,NA,NA,290,19.56326,22.5130083428,NA,NA,10,2021-01-03T02:00:00Z
EWR,2021,1,2,22,NA,NA,NA,NA,16.11092,18.5401245176,NA,NA,10,2021-01-03T03:00:00Z
EWR,2021,1,2,23,NA,NA,NA,290,9.20624,10.594356867199998,NA,NA,10,2021-01-03T04:00:00Z
EWR,2021,1,3,0,NA,NA,NA,290,8.05546,9.2700622588,NA,NA,10,2021-01-03T05:00:00Z
EWR,2021,1,3,1,NA,NA,NA,310,9.20624,10.594356867199998,NA,NA,10,2021-01-03T06:00:00Z
EWR,2021,1,3,2,NA,NA,NA,290,5.7539,6.621473041999999,NA,NA,10,2021-01-03T07:00:00Z
EWR,2021,1,3,3,NA,NA,NA,330,5.7539,6.621473041999999,NA,NA,10,2021-01-03T08:00:00Z
EWR,2021,1,3,4,NA,NA,NA,360,4.60312,5.297178433599999,NA,NA,10,2021-01-03T09:00:00Z
EWR,2021,1,3,5,NA,NA,NA,360,9.20624,10.594356867199998,NA,NA,10,2021-01-03T10:00:00Z
EWR,2021,1,3,6,NA,NA,NA,20,5.7539,6.621473041999999,NA,NA,10,2021-01-03T11:00:00Z
EWR,2021,1,3,7,NA,NA,NA,20,9.20624,10.594356867199998,NA,NA,10,2021-01-03T12:00:00Z
EWR,2021,1,3,8,NA,NA,NA,20,9.20624,10.594356867199998,NA,NA,10,2021-01-03T13:00:00Z
EWR,2021,1,3,9,NA,NA,NA,20,9.20624,10.594356867199998,NA,NA,10,2021-01-03T14:00:00Z
EWR,2021,1,3,10,NA,NA,NA,20,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-03T15:00:00Z
EWR,2021,1,3,11,NA,NA,NA,10,8.05546,9.2700622588,NA,NA,10,2021-01-03T16:00:00Z
EWR,2021,1,3,12,NA,NA,NA,350,4.60312,5.297178433599999,NA,NA,10,2021-01-03T17:00:00Z
EWR,2021,1,3,13,NA,NA,NA,30,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-03T18:00:00Z
EWR,2021,1,3,14,NA,NA,NA,20,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-03T19:00:00Z
EWR,2021,1,3,15,NA,NA,NA,360,9.20624,10.594356867199998,0.01,NA,6,2021-01-03T20:00:00Z
EWR,2021,1,3,16,NA,NA,NA,30,12.658579999999999,14.567240692399997,NA,NA,8,2021-01-03T21:00:00Z
EWR,2021,1,3,17,NA,NA,NA,20,11.5078,13.242946083999998,NA,NA,9,2021-01-03T22:00:00Z
EWR,2021,1,3,18,NA,NA,NA,10,11.5078,13.242946083999998,NA,NA,9,2021-01-03T23:00:00Z
EWR,2021,1,3,19,NA,NA,NA,20,11.5078,13.242946083999998,NA,NA,9,2021-01-04T00:00:00Z
EWR,2021,1,3,20,NA,NA,NA,30,10.357019999999999,11.918651475599997,NA,NA,3,2021-01-04T01:00:00Z
EWR,2021,1,3,21,NA,NA,NA,40,12.658579999999999,14.567240692399997,NA,NA,5,2021-01-04T02:00:00Z
EWR,2021,1,3,22,NA,NA,NA,40,12.658579999999999,14.567240692399997,NA,NA,5,2021-01-04T03:00:00Z
EWR,2021,1,3,23,NA,NA,NA,20,12.658579999999999,14.567240692399997,0.01,NA,4,2021-01-04T04:00:00Z
EWR,2021,1,4,0,NA,NA,NA,10,12.658579999999999,14.567240692399997,NA,NA,4,2021-01-04T05:00:00Z
EWR,2021,1,4,1,NA,NA,NA,20,12.658579999999999,14.567240692399997,NA,NA,5,2021-01-04T06:00:00Z
EWR,2021,1,4,2,NA,NA,NA,20,11.5078,13.242946083999998,NA,NA,9,2021-01-04T07:00:00Z
EWR,2021,1,4,3,NA,NA,NA,20,11.5078,13.242946083999998,NA,NA,9,2021-01-04T08:00:00Z
EWR,2021,1,4,4,NA,NA,NA,10,10.357019999999999,11.918651475599997,0.01,NA,6,2021-01-04T09:00:00Z
EWR,2021,1,4,5,NA,NA,NA,10,10.357019999999999,11.918651475599997,0.01,NA,5,2021-01-04T10:00:00Z
EWR,2021,1,4,6,NA,NA,NA,360,11.5078,13.242946083999998,0.01,NA,9,2021-01-04T11:00:00Z
EWR,2021,1,4,7,NA,NA,NA,360,8.05546,9.2700622588,NA,NA,9,2021-01-04T12:00:00Z
EWR,2021,1,4,8,NA,NA,NA,360,10.357019999999999,11.918651475599997,NA,NA,9,2021-01-04T13:00:00Z
EWR,2021,1,4,9,NA,NA,NA,10,11.5078,13.242946083999998,NA,NA,8,2021-01-04T14:00:00Z
EWR,2021,1,4,10,NA,NA,NA,10,9.20624,10.594356867199998,NA,NA,10,2021-01-04T15:00:00Z
EWR,2021,1,4,11,NA,NA,NA,360,8.05546,9.2700622588,NA,NA,10,2021-01-04T16:00:00Z
EWR,2021,1,4,12,NA,NA,NA,330,4.60312,5.297178433599999,NA,NA,10,2021-01-04T17:00:00Z
EWR,2021,1,4,13,NA,NA,NA,350,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-04T18:00:00Z
EWR,2021,1,4,14,NA,NA,NA,10,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-04T19:00:00Z
EWR,2021,1,4,15,NA,NA,NA,10,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-04T20:00:00Z
EWR,2021,1,4,16,NA,NA,NA,20,8.05546,9.2700622588,NA,NA,10,2021-01-04T21:00:00Z
EWR,2021,1,4,17,NA,NA,NA,340,4.60312,5.297178433599999,NA,NA,10,2021-01-04T22:00:00Z
EWR,2021,1,4,18,NA,NA,NA,350,9.20624,10.594356867199998,NA,NA,10,2021-01-04T23:00:00Z
EWR,2021,1,4,19,NA,NA,NA,10,8.05546,9.2700622588,NA,NA,10,2021-01-05T00:00:00Z
EWR,2021,1,4,20,NA,NA,NA,360,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-05T01:00:00Z
EWR,2021,1,4,21,NA,NA,NA,360,9.20624,10.594356867199998,NA,NA,10,2021-01-05T02:00:00Z
EWR,2021,1,4,22,NA,NA,NA,350,8.05546,9.2700622588,NA,NA,10,2021-01-05T03:00:00Z
EWR,2021,1,4,23,NA,NA,NA,350,8.05546,9.2700622588,NA,NA,10,2021-01-05T04:00:00Z
EWR,2021,1,5,0,NA,NA,NA,350,8.05546,9.2700622588,NA,NA,10,2021-01-05T05:00:00Z
EWR,2021,1,5,1,NA,NA,NA,360,8.05546,9.2700622588,NA,NA,10,2021-01-05T06:00:00Z
EWR,2021,1,5,2,NA,NA,NA,30,9.20624,10.594356867199998,NA,NA,10,2021-01-05T07:00:00Z
EWR,2021,1,5,3,NA,NA,NA,40,5.7539,6.621473041999999,NA,NA,10,2021-01-05T08:00:00Z
EWR,2021,1,5,4,NA,NA,NA,30,5.7539,6.621473041999999,NA,NA,10,2021-01-05T09:00:00Z
EWR,2021,1,5,5,NA,NA,NA,360,8.05546,9.2700622588,NA,NA,10,2021-01-05T10:00:00Z
EWR,2021,1,5,6,NA,NA,NA,360,4.60312,5.297178433599999,NA,NA,10,2021-01-05T11:00:00Z
EWR,2021,1,5,7,NA,NA,NA,360,8.05546,9.2700622588,NA,NA,10,2021-01-05T12:00:00Z
EWR,2021,1,5,8,NA,NA,NA,360,5.7539,6.621473041999999,NA,NA,10,2021-01-05T13:00:00Z
EWR,2021,1,5,9,NA,NA,NA,20,8.05546,9.2700622588,NA,NA,10,2021-01-05T14:00:00Z
EWR,2021,1,5,10,NA,NA,NA,10,5.7539,6.621473041999999,NA,NA,10,2021-01-05T15:00:00Z
EWR,2021,1,5,11,NA,NA,NA,10,9.20624,10.594356867199998,NA,NA,10,2021-01-05T16:00:00Z
EWR,2021,1,5,12,NA,NA,NA,10,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-05T17:00:00Z
EWR,2021,1,5,13,NA,NA,NA,360,5.7539,6.621473041999999,NA,NA,10,2021-01-05T18:00:00Z
EWR,2021,1,5,14,NA,NA,NA,350,5.7539,6.621473041999999,NA,NA,10,2021-01-05T19:00:00Z
EWR,2021,1,5,15,NA,NA,NA,10,5.7539,6.621473041999999,NA,NA,10,2021-01-05T20:00:00Z
EWR,2021,1,5,16,NA,NA,NA,30,4.60312,5.297178433599999,NA,NA,10,2021-01-05T21:00:00Z
EWR,2021,1,5,17,NA,NA,NA,30,4.60312,5.297178433599999,NA,NA,10,2021-01-05T22:00:00Z
EWR,2021,1,5,18,NA,NA,NA,350,5.7539,6.621473041999999,NA,NA,10,2021-01-05T23:00:00Z
EWR,2021,1,5,19,NA,NA,NA,310,8.05546,9.2700622588,NA,NA,10,2021-01-06T00:00:00Z
EWR,2021,1,5,20,NA,NA,NA,340,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-06T01:00:00Z
EWR,2021,1,5,21,NA,NA,NA,340,9.20624,10.594356867199998,NA,NA,10,2021-01-06T02:00:00Z
EWR,2021,1,5,22,NA,NA,NA,340,10.357019999999999,11.918651475599997,NA,NA,8,2021-01-06T03:00:00Z
EWR,2021,1,5,23,39.9,28.9,64.49,360,6.904679999999999,7.945767650399998,0,NA,10,2021-01-06T04:00:00Z
EWR,2021,1,6,0,39,30,69.85,330,11.5078,13.242946083999998,0,1014.1,10,2021-01-06T05:00:00Z
EWR,2021,1,6,1,37.9,30,72.93,360,8.05546,9.2700622588,0,1014,10,2021-01-06T06:00:00Z
EWR,2021,1,6,2,37,30,75.56,340,10.357019999999999,11.918651475599997,0,1013.6,10,2021-01-06T07:00:00Z
EWR,2021,1,6,3,37,30,75.56,340,8.05546,9.2700622588,0,1013.6,10,2021-01-06T08:00:00Z
EWR,2021,1,6,4,37,28.9,72.24,320,4.60312,5.297178433599999,0,1013.7,10,2021-01-06T09:00:00Z
EWR,2021,1,6,5,NA,NA,NA,320,5.7539,6.621473041999999,NA,NA,10,2021-01-06T10:00:00Z
EWR,2021,1,6,6,NA,NA,NA,340,5.7539,6.621473041999999,NA,NA,10,2021-01-06T11:00:00Z
EWR,2021,1,6,7,NA,NA,NA,0,0,0,NA,NA,10,2021-01-06T12:00:00Z
EWR,2021,1,6,8,NA,NA,NA,30,5.7539,6.621473041999999,NA,NA,10,2021-01-06T13:00:00Z
EWR,2021,1,6,9,NA,NA,NA,280,2.30156,2.6485892167999996,NA,NA,10,2021-01-06T14:00:00Z
EWR,2021,1,6,10,NA,NA,NA,250,4.60312,5.297178433599999,NA,NA,10,2021-01-06T15:00:00Z
EWR,2021,1,6,11,NA,NA,NA,300,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-06T16:00:00Z
EWR,2021,1,6,12,NA,NA,NA,310,11.5078,13.242946083999998,NA,NA,10,2021-01-06T17:00:00Z
EWR,2021,1,6,13,NA,NA,NA,310,8.05546,9.2700622588,NA,NA,10,2021-01-06T18:00:00Z
EWR,2021,1,6,14,NA,NA,NA,310,16.11092,18.5401245176,NA,NA,10,2021-01-06T19:00:00Z
EWR,2021,1,6,15,NA,NA,NA,320,17.261699999999998,19.864419125999994,NA,NA,9,2021-01-06T20:00:00Z
EWR,2021,1,6,16,NA,NA,NA,NA,17.261699999999998,19.864419125999994,NA,NA,10,2021-01-06T21:00:00Z
EWR,2021,1,6,17,NA,NA,NA,NA,19.56326,22.5130083428,NA,NA,10,2021-01-06T22:00:00Z
EWR,2021,1,6,18,NA,NA,NA,320,18.41248,21.188713734399997,NA,NA,10,2021-01-06T23:00:00Z
EWR,2021,1,6,19,NA,NA,NA,320,17.261699999999998,19.864419125999994,NA,NA,10,2021-01-07T00:00:00Z
EWR,2021,1,6,20,NA,NA,NA,320,16.11092,18.5401245176,NA,NA,10,2021-01-07T01:00:00Z
EWR,2021,1,6,21,NA,NA,NA,320,20.714039999999997,23.837302951199995,NA,NA,10,2021-01-07T02:00:00Z
EWR,2021,1,6,22,NA,NA,NA,320,11.5078,13.242946083999998,NA,NA,10,2021-01-07T03:00:00Z
EWR,2021,1,6,23,NA,NA,NA,NA,16.11092,18.5401245176,NA,NA,10,2021-01-07T04:00:00Z
EWR,2021,1,7,0,NA,NA,NA,320,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-07T05:00:00Z
EWR,2021,1,7,1,NA,NA,NA,320,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-07T06:00:00Z
EWR,2021,1,7,2,NA,NA,NA,310,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-07T07:00:00Z
EWR,2021,1,7,3,NA,NA,NA,NA,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-07T08:00:00Z
EWR,2021,1,7,4,NA,NA,NA,320,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-07T09:00:00Z
EWR,2021,1,7,5,NA,NA,NA,NA,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-07T10:00:00Z
EWR,2021,1,7,6,NA,NA,NA,320,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-07T11:00:00Z
EWR,2021,1,7,7,NA,NA,NA,NA,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-07T12:00:00Z
EWR,2021,1,7,8,NA,NA,NA,310,8.05546,9.2700622588,NA,NA,10,2021-01-07T13:00:00Z
EWR,2021,1,7,9,NA,NA,NA,330,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-07T14:00:00Z
EWR,2021,1,7,10,NA,NA,NA,330,9.20624,10.594356867199998,NA,NA,10,2021-01-07T15:00:00Z
EWR,2021,1,7,11,NA,NA,NA,330,9.20624,10.594356867199998,NA,NA,10,2021-01-07T16:00:00Z
EWR,2021,1,7,12,NA,NA,NA,330,9.20624,10.594356867199998,NA,NA,10,2021-01-07T17:00:00Z
EWR,2021,1,7,13,NA,NA,NA,340,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-07T18:00:00Z
EWR,2021,1,7,14,NA,NA,NA,NA,18.41248,21.188713734399997,NA,NA,10,2021-01-07T19:00:00Z
EWR,2021,1,7,15,NA,NA,NA,NA,17.261699999999998,19.864419125999994,NA,NA,10,2021-01-07T20:00:00Z
EWR,2021,1,7,16,NA,NA,NA,320,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-07T21:00:00Z
EWR,2021,1,7,17,NA,NA,NA,330,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-07T22:00:00Z
EWR,2021,1,7,18,NA,NA,NA,340,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-07T23:00:00Z
EWR,2021,1,7,19,NA,NA,NA,300,11.5078,13.242946083999998,NA,NA,10,2021-01-08T00:00:00Z
EWR,2021,1,7,20,NA,NA,NA,310,11.5078,13.242946083999998,NA,NA,10,2021-01-08T01:00:00Z
EWR,2021,1,7,21,NA,NA,NA,NA,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-08T02:00:00Z
EWR,2021,1,7,22,NA,NA,NA,310,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-08T03:00:00Z
EWR,2021,1,7,23,NA,NA,NA,330,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-08T04:00:00Z
EWR,2021,1,8,0,NA,NA,NA,340,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-08T05:00:00Z
EWR,2021,1,8,1,NA,NA,NA,340,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-08T06:00:00Z
EWR,2021,1,8,2,NA,NA,NA,350,11.5078,13.242946083999998,NA,NA,10,2021-01-08T07:00:00Z
EWR,2021,1,8,3,NA,NA,NA,340,9.20624,10.594356867199998,NA,NA,10,2021-01-08T08:00:00Z
EWR,2021,1,8,4,NA,NA,NA,350,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-08T09:00:00Z
EWR,2021,1,8,5,NA,NA,NA,340,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-08T10:00:00Z
EWR,2021,1,8,6,NA,NA,NA,340,5.7539,6.621473041999999,NA,NA,10,2021-01-08T11:00:00Z
EWR,2021,1,8,7,NA,NA,NA,360,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-08T12:00:00Z
EWR,2021,1,8,8,NA,NA,NA,350,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-08T13:00:00Z
EWR,2021,1,8,9,NA,NA,NA,340,5.7539,6.621473041999999,NA,NA,10,2021-01-08T14:00:00Z
EWR,2021,1,8,10,NA,NA,NA,350,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-08T15:00:00Z
EWR,2021,1,8,11,NA,NA,NA,350,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-08T16:00:00Z
EWR,2021,1,8,12,NA,NA,NA,360,11.5078,13.242946083999998,NA,NA,10,2021-01-08T17:00:00Z
EWR,2021,1,8,13,NA,NA,NA,360,9.20624,10.594356867199998,NA,NA,10,2021-01-08T18:00:00Z
EWR,2021,1,8,14,NA,NA,NA,360,5.7539,6.621473041999999,NA,NA,10,2021-01-08T19:00:00Z
EWR,2021,1,8,15,NA,NA,NA,10,11.5078,13.242946083999998,NA,NA,10,2021-01-08T20:00:00Z
EWR,2021,1,8,16,NA,NA,NA,340,5.7539,6.621473041999999,NA,NA,10,2021-01-08T21:00:00Z
EWR,2021,1,8,17,NA,NA,NA,340,4.60312,5.297178433599999,NA,NA,10,2021-01-08T22:00:00Z
EWR,2021,1,8,18,NA,NA,NA,330,5.7539,6.621473041999999,NA,NA,10,2021-01-08T23:00:00Z
EWR,2021,1,8,19,NA,NA,NA,340,5.7539,6.621473041999999,NA,NA,10,2021-01-09T00:00:00Z
EWR,2021,1,8,20,NA,NA,NA,350,5.7539,6.621473041999999,NA,NA,10,2021-01-09T01:00:00Z
EWR,2021,1,8,21,NA,NA,NA,350,8.05546,9.2700622588,NA,NA,10,2021-01-09T02:00:00Z
EWR,2021,1,8,22,NA,NA,NA,360,5.7539,6.621473041999999,NA,NA,10,2021-01-09T03:00:00Z
EWR,2021,1,8,23,NA,NA,NA,20,9.20624,10.594356867199998,NA,NA,10,2021-01-09T04:00:00Z
EWR,2021,1,9,0,NA,NA,NA,360,16.11092,18.5401245176,NA,NA,10,2021-01-09T05:00:00Z
EWR,2021,1,9,1,NA,NA,NA,30,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-09T06:00:00Z
EWR,2021,1,9,2,NA,NA,NA,NA,17.261699999999998,19.864419125999994,NA,NA,10,2021-01-09T07:00:00Z
EWR,2021,1,9,3,NA,NA,NA,360,16.11092,18.5401245176,NA,NA,10,2021-01-09T08:00:00Z
EWR,2021,1,9,4,NA,NA,NA,350,16.11092,18.5401245176,NA,NA,10,2021-01-09T09:00:00Z
EWR,2021,1,9,5,NA,NA,NA,340,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-09T10:00:00Z
EWR,2021,1,9,6,NA,NA,NA,NA,19.56326,22.5130083428,NA,NA,10,2021-01-09T11:00:00Z
EWR,2021,1,9,7,NA,NA,NA,NA,14.960139999999999,17.215829909199996,NA,NA,10,2021-01-09T12:00:00Z
EWR,2021,1,9,8,NA,NA,NA,360,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-09T13:00:00Z
EWR,2021,1,9,9,NA,NA,NA,360,14.960139999999999,17.215829909199996,NA,NA,10,2021-01-09T14:00:00Z
EWR,2021,1,9,10,NA,NA,NA,340,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-09T15:00:00Z
EWR,2021,1,9,11,NA,NA,NA,NA,16.11092,18.5401245176,NA,NA,10,2021-01-09T16:00:00Z
EWR,2021,1,9,12,NA,NA,NA,350,14.960139999999999,17.215829909199996,NA,NA,10,2021-01-09T17:00:00Z
EWR,2021,1,9,13,NA,NA,NA,350,16.11092,18.5401245176,NA,NA,10,2021-01-09T18:00:00Z
EWR,2021,1,9,14,NA,NA,NA,NA,19.56326,22.5130083428,NA,NA,10,2021-01-09T19:00:00Z
EWR,2021,1,9,15,NA,NA,NA,NA,20.714039999999997,23.837302951199995,NA,NA,10,2021-01-09T20:00:00Z
EWR,2021,1,9,16,NA,NA,NA,340,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-09T21:00:00Z
EWR,2021,1,9,17,NA,NA,NA,NA,16.11092,18.5401245176,NA,NA,10,2021-01-09T22:00:00Z
EWR,2021,1,9,18,NA,NA,NA,NA,14.960139999999999,17.215829909199996,NA,NA,10,2021-01-09T23:00:00Z
EWR,2021,1,9,19,NA,NA,NA,NA,16.11092,18.5401245176,NA,NA,10,2021-01-10T00:00:00Z
EWR,2021,1,9,20,NA,NA,NA,350,11.5078,13.242946083999998,NA,NA,10,2021-01-10T01:00:00Z
EWR,2021,1,9,21,NA,NA,NA,NA,12.658579999999999,14.567240692399997,NA,NA,10,2021-01-10T02:00:00Z
EWR,2021,1,9,22,NA,NA,NA,330,11.5078,13.242946083999998,NA,NA,10,2021-01-10T03:00:00Z
EWR,2021,1,9,23,NA,NA,NA,330,8.05546,9.2700622588,NA,NA,10,2021-01-10T04:00:00Z
EWR,2021,1,10,0,NA,NA,NA,360,5.7539,6.621473041999999,NA,NA,10,2021-01-10T05:00:00Z
EWR,2021,1,10,1,NA,NA,NA,20,8.05546,9.2700622588,NA,NA,10,2021-01-10T06:00:00Z
EWR,2021,1,10,2,NA,NA,NA,360,8.05546,9.2700622588,NA,NA,10,2021-01-10T07:00:00Z
EWR,2021,1,10,3,NA,NA,NA,10,8.05546,9.2700622588,NA,NA,10,2021-01-10T08:00:00Z
EWR,2021,1,10,4,NA,NA,NA,10,9.20624,10.594356867199998,NA,NA,10,2021-01-10T09:00:00Z
EWR,2021,1,10,5,NA,NA,NA,10,9.20624,10.594356867199998,NA,NA,10,2021-01-10T10:00:00Z
EWR,2021,1,10,6,NA,NA,NA,360,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-10T11:00:00Z
EWR,2021,1,10,7,NA,NA,NA,330,8.05546,9.2700622588,NA,NA,10,2021-01-10T12:00:00Z
EWR,2021,1,10,8,NA,NA,NA,330,5.7539,6.621473041999999,NA,NA,10,2021-01-10T13:00:00Z
EWR,2021,1,10,9,NA,NA,NA,330,9.20624,10.594356867199998,NA,NA,10,2021-01-10T14:00:00Z
EWR,2021,1,10,10,NA,NA,NA,350,9.20624,10.594356867199998,NA,NA,10,2021-01-10T15:00:00Z
EWR,2021,1,10,11,NA,NA,NA,330,10.357019999999999,11.918651475599997,NA,NA,10,2021-01-10T16:00:00Z
EWR,2021,1,10,12,NA,NA,NA,350,8.05546,9.2700622588,NA,NA,10,2021-01-10T17:00:00Z
